seller_id;quantity;date
6;26;2021-06-19
371;8;2021-06-21
163;17;2021-06-06
439;12;2021-06-20
172;11;2021-06-22
147;17;2021-06-07
15;27;2021-06-07
95;20;2021-06-23
332;11;2021-06-15
419;23;2021-06-23
287;9;2021-06-01
161;8;2021-06-22
71;9;2021-06-07
29;16;2021-06-21
428;15;2021-06-10
170;6;2021-06-22
449;12;2021-06-12
343;10;2021-06-19
50;125;2021-06-24
147;38;2021-06-12
435;11;2021-06-28
167;34;2021-06-23
421;20;2021-06-26
32;10;2021-06-26
466;40;2021-06-16
157;11;2021-06-19
55;12;2021-06-04
390;11;2021-06-02
429;13;2021-06-26
466;9;2021-06-27
124;10;2021-06-23
392;6;2021-06-08
4;72;2021-06-25
409;15;2021-06-15
7;17;2021-06-09
242;55;2021-06-13
372;10;2021-06-05
440;25;2021-06-23
241;9;2021-06-04
285;25;2021-06-23
223;9;2021-06-18
255;32;2021-06-26
134;32;2021-06-18
211;30;2021-06-23
160;9;2021-06-03
173;22;2021-06-24
418;17;2021-06-10
296;6;2021-06-08
115;9;2021-06-10
343;16;2021-06-09
148;22;2021-06-26
357;21;2021-06-23
218;23;2021-06-12
284;13;2021-06-11
158;54;2021-06-13
270;23;2021-06-25
314;41;2021-06-13
417;12;2021-06-25
322;23;2021-06-18
385;9;2021-06-26
21;27;2021-06-22
48;13;2021-06-11
311;9;2021-06-08
488;15;2021-06-15
417;6;2021-06-28
141;15;2021-06-03
65;11;2021-06-01
42;16;2021-06-17
136;74;2021-06-24
311;10;2021-06-21
402;12;2021-06-02
319;43;2021-06-23
176;65;2021-06-23
14;158;2021-06-13
116;15;2021-06-21
458;25;2021-06-21
330;24;2021-06-02
20;57;2021-06-23
359;11;2021-06-08
145;21;2021-06-07
65;13;2021-06-15
430;20;2021-06-08
324;5;2021-06-12
38;11;2021-06-09
394;15;2021-06-08
222;10;2021-06-08
426;18;2021-06-15
160;17;2021-06-28
25;9;2021-06-22
460;13;2021-06-18
107;18;2021-06-07
442;10;2021-06-08
430;13;2021-06-09
47;16;2021-06-06
148;24;2021-06-23
370;19;2021-06-13
161;10;2021-06-01
205;15;2021-06-05
35;7;2021-06-28
156;11;2021-06-11
114;15;2021-06-08
18;3;2021-06-08
277;24;2021-06-08
43;117;2021-06-24
132;26;2021-06-09
333;21;2021-06-09
44;54;2021-06-23
218;12;2021-06-21
439;33;2021-06-27
280;7;2021-06-06
226;11;2021-06-06
157;26;2021-06-12
167;24;2021-06-18
346;11;2021-06-19
247;4;2021-06-26
495;16;2021-06-01
423;23;2021-06-13
11;28;2021-06-06
61;7;2021-06-01
95;19;2021-06-06
271;32;2021-06-25
59;15;2021-06-22
139;19;2021-06-07
310;19;2021-06-03
167;17;2021-06-19
305;17;2021-06-16
48;16;2021-06-15
394;12;2021-06-07
250;6;2021-06-02
192;20;2021-06-15
363;11;2021-06-09
288;22;2021-06-22
167;7;2021-06-07
83;24;2021-06-12
25;113;2021-06-13
98;17;2021-06-24
186;36;2021-06-20
9;11;2021-06-16
217;15;2021-06-28
109;15;2021-06-07
122;17;2021-06-15
51;18;2021-06-15
318;29;2021-06-04
377;15;2021-06-07
207;11;2021-06-28
134;13;2021-06-02
96;7;2021-06-06
261;21;2021-06-26
225;17;2021-06-15
84;16;2021-06-21
188;12;2021-06-03
230;22;2021-06-02
197;27;2021-06-05
495;17;2021-06-19
193;17;2021-06-15
233;27;2021-06-12
294;14;2021-06-17
136;9;2021-06-11
455;18;2021-06-22
465;14;2021-06-20
62;15;2021-06-26
251;11;2021-06-08
320;20;2021-06-26
59;13;2021-06-20
321;27;2021-06-13
350;9;2021-06-10
461;12;2021-06-28
44;28;2021-06-25
83;31;2021-06-17
380;22;2021-06-15
381;15;2021-06-05
213;12;2021-06-28
401;6;2021-06-26
88;16;2021-06-13
314;23;2021-06-15
155;14;2021-06-04
394;10;2021-06-09
44;15;2021-06-12
177;14;2021-06-19
44;8;2021-06-28
454;18;2021-06-12
359;12;2021-06-20
195;76;2021-06-14
380;14;2021-06-20
218;27;2021-06-28
64;8;2021-06-05
474;24;2021-06-03
196;11;2021-06-09
450;14;2021-06-21
471;34;2021-06-09
30;17;2021-06-20
77;105;2021-06-13
300;12;2021-06-01
33;18;2021-06-03
334;12;2021-06-05
25;14;2021-06-07
293;13;2021-06-12
377;13;2021-06-19
136;14;2021-06-21
142;18;2021-06-20
314;33;2021-06-02
11;13;2021-06-18
228;10;2021-06-03
37;13;2021-06-20
319;15;2021-06-28
77;25;2021-06-21
210;21;2021-06-13
40;31;2021-06-15
3;30;2021-06-27
369;10;2021-06-11
103;20;2021-06-21
306;16;2021-06-12
353;26;2021-06-23
61;10;2021-06-15
345;3;2021-06-28
235;20;2021-06-06
1;19;2021-06-27
326;25;2021-06-06
89;72;2021-06-13
76;17;2021-06-07
142;77;2021-06-24
166;16;2021-06-21
65;41;2021-06-14
158;87;2021-06-24
165;6;2021-06-27
24;55;2021-06-09
242;8;2021-06-05
167;19;2021-06-10
292;14;2021-06-13
137;13;2021-06-09
454;25;2021-06-27
369;19;2021-06-01
209;17;2021-06-26
406;8;2021-06-19
8;9;2021-06-25
249;14;2021-06-10
44;33;2021-06-19
302;13;2021-06-27
18;14;2021-06-07
431;27;2021-06-12
230;8;2021-06-06
270;34;2021-06-04
234;24;2021-06-24
183;16;2021-06-21
380;17;2021-06-13
434;20;2021-06-28
63;106;2021-06-24
326;19;2021-06-15
216;21;2021-06-11
34;23;2021-06-28
111;11;2021-06-11
24;22;2021-06-27
260;16;2021-06-15
243;37;2021-06-24
473;11;2021-06-03
153;55;2021-06-23
354;9;2021-06-03
299;12;2021-06-16
165;9;2021-06-03
335;10;2021-06-25
213;22;2021-06-22
441;26;2021-06-15
478;27;2021-06-24
475;13;2021-06-15
281;29;2021-06-20
110;15;2021-06-15
195;9;2021-06-09
4;15;2021-06-01
180;17;2021-06-02
189;13;2021-06-18
237;9;2021-06-01
458;18;2021-06-05
10;12;2021-06-26
185;36;2021-06-23
188;9;2021-06-17
201;11;2021-06-05
90;35;2021-06-02
112;16;2021-06-16
26;142;2021-06-13
214;13;2021-06-19
246;19;2021-06-22
362;8;2021-06-01
161;9;2021-06-05
470;25;2021-06-02
121;10;2021-06-18
446;16;2021-06-28
283;8;2021-06-21
134;13;2021-06-01
73;10;2021-06-11
376;12;2021-06-09
395;40;2021-06-14
178;15;2021-06-02
46;16;2021-06-10
429;26;2021-06-24
452;8;2021-06-26
270;25;2021-06-22
190;13;2021-06-20
156;71;2021-06-13
368;21;2021-06-19
13;12;2021-06-08
211;21;2021-06-07
470;9;2021-06-04
139;15;2021-06-08
191;63;2021-06-24
68;17;2021-06-10
237;14;2021-06-08
301;28;2021-06-15
271;7;2021-06-01
0;26;2021-06-27
408;15;2021-06-11
373;19;2021-06-15
385;20;2021-06-12
55;19;2021-06-18
493;12;2021-06-03
391;24;2021-06-08
18;15;2021-06-26
118;27;2021-06-16
374;14;2021-06-19
22;12;2021-06-08
380;26;2021-06-01
366;13;2021-06-02
361;17;2021-06-15
374;20;2021-06-22
162;68;2021-06-14
308;11;2021-06-18
78;23;2021-06-15
299;22;2021-06-04
346;25;2021-06-17
136;7;2021-06-27
118;10;2021-06-25
175;10;2021-06-07
205;36;2021-06-27
112;26;2021-06-19
454;14;2021-06-04
2;24;2021-06-11
397;20;2021-06-09
153;11;2021-06-05
268;10;2021-06-05
137;28;2021-06-10
209;8;2021-06-19
128;16;2021-06-02
145;15;2021-06-04
463;20;2021-06-09
235;13;2021-06-20
282;18;2021-06-23
188;9;2021-06-22
324;11;2021-06-05
253;29;2021-06-25
277;20;2021-06-16
173;22;2021-06-05
380;8;2021-06-02
0;37;2021-06-04
19;126;2021-06-14
55;13;2021-06-15
226;13;2021-06-26
98;88;2021-06-23
184;15;2021-06-06
436;16;2021-06-16
338;14;2021-06-27
269;9;2021-06-20
397;10;2021-06-16
421;14;2021-06-08
219;10;2021-06-28
213;7;2021-06-05
410;22;2021-06-04
308;40;2021-06-14
126;20;2021-06-16
261;3;2021-06-27
268;29;2021-06-17
454;10;2021-06-23
252;7;2021-06-28
485;11;2021-06-05
159;17;2021-06-22
270;29;2021-06-05
247;22;2021-06-23
70;22;2021-06-27
432;27;2021-06-26
242;29;2021-06-04
231;23;2021-06-02
379;19;2021-06-01
46;127;2021-06-13
142;23;2021-06-08
177;5;2021-06-28
212;20;2021-06-21
415;24;2021-06-20
30;13;2021-06-03
352;16;2021-06-25
430;17;2021-06-14
335;37;2021-06-14
445;19;2021-06-09
485;22;2021-06-14
453;7;2021-06-22
380;14;2021-06-09
182;16;2021-06-20
482;10;2021-06-21
14;12;2021-06-04
40;13;2021-06-09
396;24;2021-06-06
231;9;2021-06-18
24;25;2021-06-10
375;17;2021-06-21
240;17;2021-06-15
204;14;2021-06-12
180;22;2021-06-07
261;9;2021-06-17
394;21;2021-06-01
350;4;2021-06-04
109;12;2021-06-12
306;13;2021-06-15
396;18;2021-06-08
422;30;2021-06-15
447;9;2021-06-05
219;16;2021-06-15
408;13;2021-06-06
163;7;2021-06-10
417;11;2021-06-21
336;11;2021-06-21
145;6;2021-06-03
320;16;2021-06-07
141;7;2021-06-28
477;8;2021-06-18
53;19;2021-06-27
390;10;2021-06-14
420;12;2021-06-11
113;12;2021-06-11
245;39;2021-06-23
45;11;2021-06-06
5;9;2021-06-01
42;26;2021-06-22
39;12;2021-06-19
32;22;2021-06-08
491;15;2021-06-28
55;19;2021-06-22
441;10;2021-06-05
211;21;2021-06-15
58;13;2021-06-12
303;17;2021-06-15
312;30;2021-06-01
40;18;2021-06-19
416;9;2021-06-28
289;27;2021-06-23
205;22;2021-06-10
145;27;2021-06-19
186;39;2021-06-23
297;20;2021-06-08
212;21;2021-06-26
382;30;2021-06-13
19;15;2021-06-01
430;20;2021-06-10
317;15;2021-06-25
205;22;2021-06-07
96;84;2021-06-24
204;23;2021-06-22
198;13;2021-06-07
187;28;2021-06-14
292;27;2021-06-12
280;16;2021-06-22
302;36;2021-06-14
273;23;2021-06-27
112;9;2021-06-18
93;7;2021-06-05
332;20;2021-06-18
245;31;2021-06-11
272;19;2021-06-09
330;16;2021-06-17
200;12;2021-06-06
86;57;2021-06-23
479;16;2021-06-24
381;18;2021-06-21
245;12;2021-06-15
346;16;2021-06-25
30;6;2021-06-16
219;11;2021-06-02
198;23;2021-06-08
113;84;2021-06-24
281;20;2021-06-10
91;24;2021-06-25
442;22;2021-06-12
362;24;2021-06-11
32;15;2021-06-11
61;22;2021-06-05
322;16;2021-06-04
311;13;2021-06-26
23;12;2021-06-25
234;14;2021-06-09
216;10;2021-06-18
7;30;2021-06-12
480;16;2021-06-27
7;87;2021-06-24
27;67;2021-06-23
278;49;2021-06-24
189;21;2021-06-07
371;19;2021-06-15
76;20;2021-06-03
210;31;2021-06-23
167;3;2021-06-03
329;15;2021-06-25
79;23;2021-06-06
43;8;2021-06-21
66;11;2021-06-25
106;20;2021-06-22
128;22;2021-06-12
84;68;2021-06-23
203;14;2021-06-07
254;47;2021-06-24
124;18;2021-06-02
89;11;2021-06-21
59;8;2021-06-01
244;24;2021-06-27
257;27;2021-06-15
390;31;2021-06-05
85;11;2021-06-17
186;23;2021-06-12
84;102;2021-06-24
43;20;2021-06-25
404;48;2021-06-24
146;11;2021-06-02
217;21;2021-06-15
225;11;2021-06-19
301;22;2021-06-04
351;22;2021-06-26
272;22;2021-06-11
252;22;2021-06-24
317;35;2021-06-23
302;19;2021-06-26
312;30;2021-06-14
253;27;2021-06-07
380;7;2021-06-17
441;20;2021-06-06
347;14;2021-06-03
264;25;2021-06-25
235;31;2021-06-13
361;13;2021-06-03
473;11;2021-06-08
106;19;2021-06-09
73;23;2021-06-07
174;32;2021-06-14
276;23;2021-06-11
492;5;2021-06-01
100;10;2021-06-10
385;21;2021-06-15
461;7;2021-06-10
320;17;2021-06-28
101;13;2021-06-06
423;18;2021-06-06
31;33;2021-06-21
410;6;2021-06-01
334;13;2021-06-18
378;14;2021-06-07
339;36;2021-06-14
275;10;2021-06-04
388;37;2021-06-24
343;54;2021-06-14
85;45;2021-06-23
247;26;2021-06-16
323;37;2021-06-24
419;21;2021-06-24
289;12;2021-06-11
54;17;2021-06-21
118;19;2021-06-03
13;26;2021-06-04
103;26;2021-06-18
239;33;2021-06-14
478;18;2021-06-26
95;32;2021-06-14
452;35;2021-06-19
74;21;2021-06-26
1;16;2021-06-18
95;15;2021-06-15
495;17;2021-06-04
130;7;2021-06-04
274;16;2021-06-16
52;9;2021-06-19
266;19;2021-06-28
266;7;2021-06-19
227;20;2021-06-11
261;22;2021-06-09
474;15;2021-06-20
157;37;2021-06-22
472;16;2021-06-07
4;24;2021-06-27
259;8;2021-06-08
198;15;2021-06-11
438;26;2021-06-15
189;10;2021-06-26
331;27;2021-06-14
162;22;2021-06-07
268;41;2021-06-14
112;19;2021-06-25
481;23;2021-06-23
36;6;2021-06-18
443;5;2021-06-03
260;28;2021-06-14
459;13;2021-06-27
317;10;2021-06-11
441;25;2021-06-13
282;7;2021-06-04
156;17;2021-06-22
196;24;2021-06-01
386;15;2021-06-18
270;13;2021-06-07
464;15;2021-06-25
393;12;2021-06-20
208;20;2021-06-19
83;95;2021-06-13
156;14;2021-06-03
341;9;2021-06-02
372;7;2021-06-09
476;14;2021-06-23
327;36;2021-06-14
492;15;2021-06-15
432;8;2021-06-23
48;36;2021-06-05
287;7;2021-06-28
82;17;2021-06-12
305;20;2021-06-19
19;14;2021-06-27
12;9;2021-06-25
486;11;2021-06-17
103;16;2021-06-03
454;25;2021-06-19
21;13;2021-06-21
56;35;2021-06-23
426;26;2021-06-07
265;26;2021-06-02
94;78;2021-06-24
364;9;2021-06-23
274;59;2021-06-24
346;23;2021-06-16
391;20;2021-06-12
469;30;2021-06-11
237;17;2021-06-03
270;8;2021-06-19
212;10;2021-06-20
432;13;2021-06-19
288;9;2021-06-11
116;104;2021-06-13
2;11;2021-06-28
63;17;2021-06-07
253;10;2021-06-15
340;10;2021-06-20
31;92;2021-06-23
70;35;2021-06-22
335;12;2021-06-05
144;33;2021-06-21
371;15;2021-06-19
377;43;2021-06-24
154;12;2021-06-20
410;26;2021-06-09
55;20;2021-06-17
422;29;2021-06-24
171;22;2021-06-02
145;13;2021-06-11
135;23;2021-06-15
240;18;2021-06-17
176;16;2021-06-15
461;14;2021-06-04
126;21;2021-06-22
233;15;2021-06-07
218;17;2021-06-15
406;13;2021-06-10
387;4;2021-06-10
488;18;2021-06-16
196;22;2021-06-16
109;9;2021-06-03
348;14;2021-06-27
402;19;2021-06-26
474;19;2021-06-08
429;22;2021-06-15
197;17;2021-06-03
366;13;2021-06-11
320;11;2021-06-16
401;18;2021-06-01
38;9;2021-06-17
27;19;2021-06-25
212;23;2021-06-08
19;7;2021-06-02
472;20;2021-06-03
360;11;2021-06-05
385;13;2021-06-16
172;28;2021-06-03
71;21;2021-06-08
14;16;2021-06-28
26;46;2021-06-14
103;43;2021-06-13
356;18;2021-06-15
92;17;2021-06-04
278;15;2021-06-18
334;10;2021-06-25
121;3;2021-06-26
483;15;2021-06-01
385;16;2021-06-23
484;19;2021-06-12
147;22;2021-06-08
327;12;2021-06-27
272;39;2021-06-21
232;14;2021-06-28
352;19;2021-06-08
147;26;2021-06-15
113;11;2021-06-21
180;9;2021-06-19
452;29;2021-06-14
238;40;2021-06-12
0;136;2021-06-11
210;22;2021-06-10
125;21;2021-06-21
244;14;2021-06-17
242;7;2021-06-28
4;8;2021-06-12
163;10;2021-06-08
90;50;2021-06-23
17;75;2021-06-23
140;11;2021-06-06
49;25;2021-06-22
295;41;2021-06-23
135;16;2021-06-19
157;28;2021-06-03
220;16;2021-06-09
121;20;2021-06-06
440;18;2021-06-09
6;22;2021-06-07
245;24;2021-06-18
320;27;2021-06-13
243;23;2021-06-03
235;18;2021-06-17
237;18;2021-06-16
54;18;2021-06-08
401;10;2021-06-22
43;25;2021-06-05
0;354;2021-06-23
220;20;2021-06-21
283;25;2021-06-11
3;12;2021-06-03
347;24;2021-06-23
436;17;2021-06-09
411;23;2021-06-18
167;16;2021-06-22
251;20;2021-06-13
130;94;2021-06-24
88;27;2021-06-15
424;17;2021-06-06
240;40;2021-06-14
455;22;2021-06-28
54;41;2021-06-23
139;11;2021-06-18
29;16;2021-06-18
278;8;2021-06-13
145;12;2021-06-26
261;9;2021-06-25
69;10;2021-06-04
109;14;2021-06-10
265;60;2021-06-24
256;38;2021-06-24
96;16;2021-06-01
296;25;2021-06-13
351;25;2021-06-27
53;10;2021-06-08
28;135;2021-06-23
212;12;2021-06-04
9;34;2021-06-26
45;5;2021-06-19
331;9;2021-06-04
29;48;2021-06-23
159;21;2021-06-05
462;11;2021-06-22
131;12;2021-06-26
205;63;2021-06-14
261;7;2021-06-06
406;17;2021-06-16
283;14;2021-06-25
240;11;2021-06-18
433;16;2021-06-12
189;5;2021-06-27
23;20;2021-06-07
386;28;2021-06-14
391;2;2021-06-06
16;8;2021-06-02
59;14;2021-06-05
401;29;2021-06-02
90;19;2021-06-17
55;7;2021-06-02
369;38;2021-06-23
118;15;2021-06-17
338;13;2021-06-13
168;44;2021-06-14
453;31;2021-06-24
145;21;2021-06-02
178;22;2021-06-05
102;9;2021-06-05
49;11;2021-06-06
415;12;2021-06-19
325;43;2021-06-24
321;19;2021-06-02
83;11;2021-06-10
110;19;2021-06-25
369;36;2021-06-24
166;69;2021-06-24
11;11;2021-06-11
200;14;2021-06-18
211;23;2021-06-16
487;11;2021-06-15
146;19;2021-06-10
460;15;2021-06-07
406;32;2021-06-09
274;6;2021-06-17
295;33;2021-06-17
197;21;2021-06-04
448;41;2021-06-14
7;17;2021-06-02
281;4;2021-06-01
420;10;2021-06-18
387;3;2021-06-19
204;9;2021-06-27
210;26;2021-06-25
240;28;2021-06-23
329;11;2021-06-06
414;31;2021-06-14
103;18;2021-06-16
338;24;2021-06-10
439;9;2021-06-21
427;24;2021-06-24
110;23;2021-06-08
478;16;2021-06-06
486;18;2021-06-09
94;22;2021-06-12
173;11;2021-06-28
81;28;2021-06-10
14;10;2021-06-01
98;13;2021-06-21
127;17;2021-06-20
171;13;2021-06-06
277;11;2021-06-07
101;12;2021-06-25
74;18;2021-06-17
369;11;2021-06-20
94;96;2021-06-13
249;14;2021-06-27
21;11;2021-06-03
490;15;2021-06-21
324;7;2021-06-21
315;19;2021-06-08
454;16;2021-06-05
446;29;2021-06-13
416;16;2021-06-25
7;19;2021-06-27
310;38;2021-06-24
178;13;2021-06-04
154;11;2021-06-09
202;3;2021-06-15
352;20;2021-06-23
18;23;2021-06-02
76;18;2021-06-02
68;17;2021-06-15
264;39;2021-06-24
136;4;2021-06-04
160;13;2021-06-10
64;13;2021-06-27
42;10;2021-06-16
136;4;2021-06-17
277;16;2021-06-26
244;12;2021-06-25
155;44;2021-06-15
261;15;2021-06-28
442;11;2021-06-16
7;13;2021-06-07
294;42;2021-06-14
317;9;2021-06-09
14;17;2021-06-11
194;20;2021-06-22
65;15;2021-06-20
425;10;2021-06-27
15;29;2021-06-03
110;11;2021-06-13
412;20;2021-06-17
146;70;2021-06-13
253;32;2021-06-10
102;23;2021-06-02
40;79;2021-06-13
229;54;2021-06-23
389;24;2021-06-07
429;38;2021-06-14
243;18;2021-06-17
216;11;2021-06-13
348;12;2021-06-02
71;64;2021-06-14
58;21;2021-06-26
164;13;2021-06-11
69;27;2021-06-28
399;14;2021-06-20
152;13;2021-06-27
41;12;2021-06-05
393;12;2021-06-12
402;24;2021-06-23
327;13;2021-06-19
394;13;2021-06-18
164;34;2021-06-24
40;19;2021-06-28
259;5;2021-06-22
200;9;2021-06-17
235;10;2021-06-22
423;33;2021-06-14
464;34;2021-06-13
468;15;2021-06-19
17;34;2021-06-22
331;14;2021-06-21
81;25;2021-06-22
12;21;2021-06-20
241;27;2021-06-08
116;22;2021-06-02
450;10;2021-06-28
373;8;2021-06-19
64;27;2021-06-15
430;29;2021-06-24
219;11;2021-06-21
105;12;2021-06-10
177;23;2021-06-05
404;22;2021-06-13
290;29;2021-06-13
318;15;2021-06-12
207;21;2021-06-16
71;8;2021-06-19
220;13;2021-06-03
130;4;2021-06-03
282;23;2021-06-12
358;20;2021-06-05
138;15;2021-06-21
41;19;2021-06-08
190;27;2021-06-13
191;19;2021-06-07
30;13;2021-06-26
173;9;2021-06-17
262;21;2021-06-22
284;15;2021-06-08
85;5;2021-06-04
318;14;2021-06-01
172;14;2021-06-21
172;6;2021-06-01
74;26;2021-06-25
446;20;2021-06-25
365;9;2021-06-23
261;54;2021-06-13
0;368;2021-06-14
269;10;2021-06-27
71;12;2021-06-02
480;21;2021-06-16
379;3;2021-06-21
22;14;2021-06-01
355;16;2021-06-21
275;10;2021-06-12
348;40;2021-06-24
371;22;2021-06-09
364;16;2021-06-07
108;77;2021-06-14
21;45;2021-06-04
119;10;2021-06-09
199;65;2021-06-14
434;30;2021-06-19
322;8;2021-06-09
425;13;2021-06-19
437;26;2021-06-13
441;41;2021-06-14
151;6;2021-06-12
378;8;2021-06-11
372;35;2021-06-14
303;8;2021-06-25
166;6;2021-06-25
66;11;2021-06-06
188;15;2021-06-02
37;9;2021-06-01
78;86;2021-06-24
14;16;2021-06-10
283;44;2021-06-14
480;13;2021-06-06
128;16;2021-06-19
14;178;2021-06-24
399;34;2021-06-23
156;16;2021-06-14
445;19;2021-06-15
352;31;2021-06-13
45;96;2021-06-24
344;17;2021-06-06
248;4;2021-06-11
458;11;2021-06-13
169;13;2021-06-02
372;27;2021-06-19
146;28;2021-06-28
324;15;2021-06-19
5;13;2021-06-06
228;33;2021-06-20
118;14;2021-06-12
288;8;2021-06-02
72;17;2021-06-08
369;16;2021-06-13
332;6;2021-06-20
488;17;2021-06-24
30;27;2021-06-12
62;12;2021-06-25
285;10;2021-06-07
3;112;2021-06-23
294;12;2021-06-03
121;23;2021-06-12
261;29;2021-06-12
12;49;2021-06-23
151;18;2021-06-28
458;18;2021-06-12
39;16;2021-06-09
250;18;2021-06-09
95;88;2021-06-24
197;7;2021-06-11
469;5;2021-06-15
37;16;2021-06-16
197;18;2021-06-13
106;16;2021-06-07
332;34;2021-06-13
79;32;2021-06-16
22;12;2021-06-22
452;6;2021-06-03
396;29;2021-06-04
449;11;2021-06-04
135;7;2021-06-26
246;24;2021-06-08
214;60;2021-06-24
452;7;2021-06-05
35;21;2021-06-09
443;38;2021-06-14
73;24;2021-06-16
401;21;2021-06-19
286;27;2021-06-12
131;17;2021-06-08
370;10;2021-06-10
167;8;2021-06-21
50;80;2021-06-14
380;15;2021-06-05
159;12;2021-06-12
71;29;2021-06-16
444;19;2021-06-22
401;23;2021-06-03
255;14;2021-06-09
407;8;2021-06-13
61;26;2021-06-06
328;4;2021-06-25
427;8;2021-06-03
356;33;2021-06-14
486;13;2021-06-21
4;22;2021-06-10
148;13;2021-06-18
364;17;2021-06-18
307;10;2021-06-11
237;10;2021-06-07
114;31;2021-06-13
119;20;2021-06-28
251;10;2021-06-15
392;12;2021-06-19
124;18;2021-06-08
347;4;2021-06-20
320;15;2021-06-15
380;7;2021-06-04
30;18;2021-06-19
120;20;2021-06-15
97;18;2021-06-09
399;21;2021-06-07
490;22;2021-06-12
256;22;2021-06-22
181;17;2021-06-25
66;44;2021-06-23
214;25;2021-06-23
294;16;2021-06-10
119;16;2021-06-11
17;86;2021-06-24
61;22;2021-06-25
295;11;2021-06-01
0;25;2021-06-03
307;9;2021-06-25
421;12;2021-06-12
346;41;2021-06-23
70;14;2021-06-15
88;17;2021-06-20
300;10;2021-06-19
1;40;2021-06-19
226;9;2021-06-27
180;21;2021-06-03
440;15;2021-06-10
22;12;2021-06-15
35;24;2021-06-06
355;18;2021-06-22
95;3;2021-06-01
468;26;2021-06-14
441;12;2021-06-04
377;11;2021-06-16
373;10;2021-06-05
174;14;2021-06-22
333;20;2021-06-11
184;50;2021-06-13
77;21;2021-06-05
320;17;2021-06-25
230;10;2021-06-04
488;18;2021-06-13
233;17;2021-06-11
234;15;2021-06-22
432;12;2021-06-11
312;9;2021-06-02
107;15;2021-06-06
5;14;2021-06-05
235;10;2021-06-21
147;41;2021-06-24
371;16;2021-06-25
292;19;2021-06-11
362;25;2021-06-12
302;7;2021-06-22
301;18;2021-06-09
340;16;2021-06-10
331;18;2021-06-23
42;16;2021-06-12
316;17;2021-06-05
107;26;2021-06-23
321;24;2021-06-17
169;10;2021-06-20
190;8;2021-06-07
490;15;2021-06-04
110;6;2021-06-12
413;23;2021-06-18
87;10;2021-06-04
131;19;2021-06-20
201;12;2021-06-11
45;18;2021-06-20
301;6;2021-06-01
254;16;2021-06-19
100;8;2021-06-28
237;21;2021-06-06
367;21;2021-06-02
459;31;2021-06-13
437;20;2021-06-05
317;44;2021-06-14
409;41;2021-06-23
473;31;2021-06-06
342;11;2021-06-06
390;11;2021-06-04
214;11;2021-06-02
79;28;2021-06-28
114;22;2021-06-15
181;11;2021-06-19
414;13;2021-06-26
108;11;2021-06-17
188;33;2021-06-13
196;21;2021-06-20
310;11;2021-06-07
85;70;2021-06-14
484;22;2021-06-11
9;16;2021-06-04
23;10;2021-06-10
259;18;2021-06-17
353;18;2021-06-07
416;12;2021-06-15
300;40;2021-06-14
291;9;2021-06-03
141;7;2021-06-21
292;22;2021-06-23
486;13;2021-06-08
484;26;2021-06-19
5;5;2021-06-02
20;18;2021-06-15
145;41;2021-06-13
271;12;2021-06-28
480;13;2021-06-05
245;10;2021-06-09
335;11;2021-06-10
224;4;2021-06-01
95;20;2021-06-25
323;23;2021-06-27
344;22;2021-06-26
350;9;2021-06-08
458;12;2021-06-26
211;18;2021-06-22
436;28;2021-06-23
181;12;2021-06-21
70;6;2021-06-26
338;19;2021-06-28
91;17;2021-06-15
124;25;2021-06-19
305;25;2021-06-21
237;23;2021-06-23
176;11;2021-06-12
151;15;2021-06-01
308;11;2021-06-11
230;31;2021-06-24
34;21;2021-06-18
252;12;2021-06-09
405;18;2021-06-08
396;11;2021-06-11
304;31;2021-06-24
473;18;2021-06-07
210;24;2021-06-16
360;35;2021-06-23
147;13;2021-06-09
474;13;2021-06-15
129;19;2021-06-18
257;15;2021-06-01
124;24;2021-06-13
262;25;2021-06-09
412;2;2021-06-05
325;12;2021-06-16
441;6;2021-06-01
142;24;2021-06-03
53;85;2021-06-14
135;18;2021-06-11
298;13;2021-06-21
73;18;2021-06-18
245;15;2021-06-08
29;8;2021-06-25
200;11;2021-06-11
64;26;2021-06-21
2;241;2021-06-24
388;12;2021-06-16
364;17;2021-06-02
27;8;2021-06-10
101;25;2021-06-12
264;29;2021-06-14
315;23;2021-06-13
39;33;2021-06-12
29;18;2021-06-10
171;16;2021-06-27
423;22;2021-06-02
218;19;2021-06-10
440;6;2021-06-07
142;13;2021-06-17
200;8;2021-06-03
354;5;2021-06-21
101;12;2021-06-05
269;9;2021-06-06
211;7;2021-06-19
337;12;2021-06-18
19;12;2021-06-18
143;20;2021-06-28
7;23;2021-06-11
448;17;2021-06-24
296;11;2021-06-17
332;11;2021-06-21
276;20;2021-06-08
332;15;2021-06-06
190;24;2021-06-12
297;18;2021-06-22
401;13;2021-06-25
49;20;2021-06-07
219;19;2021-06-05
334;27;2021-06-01
73;13;2021-06-12
313;14;2021-06-21
30;112;2021-06-14
199;7;2021-06-06
197;15;2021-06-08
361;23;2021-06-21
65;3;2021-06-21
277;22;2021-06-22
451;22;2021-06-17
331;13;2021-06-10
142;16;2021-06-11
184;11;2021-06-19
293;22;2021-06-09
259;4;2021-06-20
204;20;2021-06-23
139;43;2021-06-23
322;26;2021-06-01
245;5;2021-06-21
21;17;2021-06-13
280;16;2021-06-09
288;28;2021-06-14
112;18;2021-06-24
320;17;2021-06-11
366;24;2021-06-20
104;20;2021-06-03
256;72;2021-06-14
